,Unnamed: 0,State,Account_Length,Area_code,Phone,International_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_calls,Day_Charge,Eve_Mins,Eve_calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,International_Mins,International_Calls,International_Charge,CustServ_Calls,Churn
10,10,28,0.3137254901960784,0.06862745098039191, 329-6603,0.0,0.0,0.0,0.32280219780219777,0.8557692307692307,0.32282828282828285,0.6043430253956571,0.3364485981308411,0.6041576440017324,0.5292159763313609,0.6057692307692307,0.49970113568439933,0.6690647482014387,0.6000000000000001,0.6693333333333333,0.4444444444444444,1
11,11,26,0.35784313725490197,0.06862745098039191, 344-9403,0.0,0.0,0.0,0.5240384615384615,0.7596153846153847,0.5240404040404041,0.3647405226352596,0.9439252336448598,0.364660025985275,0.481878698224852,0.4423076923076923,0.46503287507471613,0.4100719424460431,0.5,0.4106666666666667,0.0,0
12,12,50,0.8186274509803921,0.0, 363-1107,0.0,0.0,0.0,0.32177197802197804,0.46153846153846156,0.32181818181818184,0.14942951785057054,0.22429906542056072,0.14941533131225637,0.2788461538461538,0.7692307692307693,0.31739390316796173,0.5611510791366905,0.2,0.56,0.1111111111111111,0
13,13,21,0.4607843137254902,1.0, 394-8006,0.0,0.0,0.0,0.41723901098901095,0.3846153846153847,0.4171717171717172,0.6746411483253589,0.2616822429906542,0.674750974447813,0.46819526627218927,0.6442307692307693,0.4548714883442917,0.6402877697841727,0.5,0.6399999999999999,0.3333333333333333,0
14,14,50,0.29901960784313725,0.06862745098039191, 366-9238,0.0,0.0,0.0,0.29395604395604397,0.21153846153846156,0.29393939393939394,0.8940007361059994,0.27102803738317754,0.8938934603724557,0.507766272189349,0.4903846153846154,0.484160191273162,0.6978417266187049,0.6000000000000001,0.6986666666666665,0.4444444444444444,0
15,15,7,0.7843137254901961,0.06862745098039191, 351-7269,0.0,0.0,0.0,0.49759615384615385,0.1826923076923077,0.49757575757575767,0.9330143540669857,0.4672897196261681,0.9328713728886965,0.3509615384615384,0.7692307692307693,0.36999402271368803,0.14388489208633098,0.9,0.14399999999999996,0.4444444444444444,1
16,16,5,0.411764705882353,0.0, 350-8884,0.0,1.0,0.6428571428571428,0.5539148351648352,0.8750000000000001,0.553939393939394,0.7972027972027973,0.40186915887850466,0.7973148549155479,0.08727810650887569,0.2596153846153846,0.17812313209802744,0.7482014388489209,0.4,0.7493333333333334,0.1111111111111111,0
17,17,17,0.45098039215686275,1.0, 386-2923,0.0,0.0,0.0,0.5343406593406593,0.6346153846153847,0.5343434343434345,0.5664335664335665,0.5981308411214954,0.566478995236033,0.2363165680473372,0.701923076923077,0.28631201434548714,0.33812949640287765,0.30000000000000004,0.3386666666666666,0.3333333333333333,0
18,18,6,0.36764705882352944,1.0, 356-2992,0.0,1.0,0.7857142857142857,0.5309065934065933,0.17307692307692313,0.530909090909091,0.5465587044534415,0.16822429906542052,0.5465569510610654,0.3698224852071004,0.576923076923077,0.38374178123132097,0.4748201438848921,0.5,0.47466666666666674,0.1111111111111111,0
19,19,11,0.35294117647058826,0.06862745098039191, 373-2782,0.0,0.0,0.0,0.6500686813186813,0.40384615384615385,0.6501010101010102,0.35038645564961357,0.38317757009345793,0.3503681247293201,0.47004437869822474,0.25,0.45666467423789603,0.6906474820143884,0.2,0.6906666666666665,0.1111111111111111,0
20,20,31,0.7156862745098039,0.06862745098039191, 396-5800,0.0,0.0,0.0,0.41208791208791207,0.6634615384615384,0.4121212121212122,0.6455649613544351,0.42990654205607476,0.6453009961022088,0.5292159763313609,0.8173076923076924,0.49970113568439933,0.5179856115107913,0.4,0.5173333333333332,0.0,0
21,21,24,0.37254901960784315,0.0, 393-7984,0.0,0.0,0.0,0.09374999999999999,0.3942307692307693,0.09373737373737376,0.38866396761133615,0.691588785046729,0.3884798614118665,0.5321745562130176,0.15384615384615385,0.5014943215780036,0.1654676258992806,0.6000000000000001,0.16533333333333333,0.5555555555555556,1
22,22,38,0.6323529411764706,0.06862745098039191, 358-1958,0.0,0.0,0.0,0.5078983516483516,0.6153846153846155,0.5078787878787879,0.03165255796834751,0.48598130841121484,0.03161541792983974,0.4293639053254437,0.28846153846153844,0.42677824267782427,0.43884892086330934,0.4,0.4399999999999999,0.0,0
23,23,34,0.5392156862745098,0.06862745098039191, 350-2565,0.0,0.0,0.0,0.25858516483516486,0.5288461538461539,0.2585858585858586,0.26867868973132136,0.514018691588785,0.2685145084452144,0.45821005917159746,0.548076923076923,0.4476987447698745,0.30935251798561153,0.6000000000000001,0.3093333333333333,0.2222222222222222,0
24,24,6,0.6421568627450981,1.0, 343-4696,0.0,0.0,0.0,0.1579670329670329,0.3653846153846154,0.157979797979798,0.6658078763341921,0.23364485981308408,0.6656561281940233,0.6335059171597632,0.6442307692307693,0.5756126718469815,0.4964028776978418,0.2,0.49599999999999994,0.0,0
25,25,42,0.8480392156862745,0.06862745098039191, 331-3698,0.0,0.0,0.0,0.3063186813186813,0.2692307692307693,0.3062626262626263,0.7832167832167833,0.6074766355140186,0.7830229536595928,0.684171597633136,0.6442307692307693,0.6120741183502689,0.8705035971223021,0.5,0.8720000000000001,0.3333333333333333,0
26,26,10,0.27450980392156865,0.0, 357-3817,0.0,1.0,0.9285714285714285,0.6109203296703296,0.6442307692307693,0.610909090909091,0.46669120353330884,0.6074766355140186,0.4664356864443481,0.43269230769230754,0.6442307692307693,0.42916915720263005,0.43884892086330934,0.30000000000000004,0.4399999999999999,0.0,0
27,27,21,0.25980392156862747,0.0, 418-6412,0.0,0.0,0.0,0.34065934065934067,0.24038461538461542,0.34060606060606063,0.33566433566433573,0.4953271028037382,0.33564313555651804,0.13461538461538453,0.1923076923076923,0.21219366407650925,0.8129496402877696,0.4,0.8133333333333332,0.3333333333333333,0
28,28,33,0.09313725490196079,0.06862745098039191, 353-2630,0.0,0.0,0.0,0.5319368131868132,0.5865384615384616,0.5319191919191919,0.7136547662863453,0.34579439252336447,0.7137288869640537,0.42825443786982237,0.5192307692307693,0.4261805140466228,0.20863309352517984,0.6000000000000001,0.20799999999999996,0.0,0
29,29,41,0.23529411764705882,1.0, 410-7789,0.0,0.0,0.0,0.2891483516483516,0.6634615384615384,0.2890909090909092,0.5550239234449761,0.5794392523364487,0.5547856214811607,0.41789940828402355,0.40384615384615385,0.4184100418410041,0.553956834532374,0.1,0.5546666666666666,0.1111111111111111,0
30,30,43,0.6911764705882353,0.06862745098039191, 416-8428,0.0,0.0,0.0,0.17067307692307687,0.451923076923077,0.17070707070707075,0.2664703717335296,0.1495327102803738,0.26634906886097875,0.6834319526627217,0.9615384615384616,0.6114763897190675,0.7769784172661869,0.6000000000000001,0.776,0.2222222222222222,0
31,31,23,0.3627450980392157,1.0, 370-3359,0.0,0.0,0.0,0.6559065934065934,0.548076923076923,0.655959595959596,0.5049687154950313,0.5607476635514017,0.5049805110437419,0.6675295857988164,0.48076923076923084,0.6001195457262403,0.4964028776978418,0.5,0.49599999999999994,0.1111111111111111,0
32,32,47,0.8382352941176471,0.0, 383-1121,0.0,0.0,0.0,0.6074862637362637,0.701923076923077,0.6074747474747475,0.5023923444976077,0.6355140186915889,0.5023819835426592,0.8417159763313609,0.28846153846153844,0.7268380155409444,0.6618705035971222,1.0,0.6613333333333333,0.3333333333333333,0
33,33,38,0.05392156862745098,0.0, 360-1596,0.0,0.0,0.0,0.7366071428571428,0.673076923076923,0.7365656565656566,0.6923076923076924,0.6728971962616823,0.6920744911216976,0.7932692307692306,0.40384615384615385,0.6915720263000598,0.60431654676259,0.30000000000000004,0.6053333333333333,0.1111111111111111,1
34,34,40,0.27450980392156865,0.0, 395-2854,0.0,1.0,0.5952380952380952,0.4866071428571429,0.4423076923076923,0.4866666666666667,0.48104527051895485,0.2616822429906542,0.48116067561715015,0.5465976331360947,0.6538461538461539,0.5122534369396293,0.3525179856115109,0.4,0.35200000000000004,0.0,0
35,35,45,0.3480392156862745,0.06862745098039191, 362-1407,0.0,1.0,0.8809523809523809,0.6349587912087912,0.3076923076923077,0.6349494949494949,0.563121089436879,0.514018691588785,0.5630142919012558,0.32211538461538464,0.22115384615384615,0.34907352062163777,0.8129496402877696,0.6000000000000001,0.8133333333333332,0.3333333333333333,0
36,36,48,0.17156862745098037,0.0, 341-9764,0.0,1.0,0.7142857142857142,0.38186813186813184,0.7692307692307693,0.38181818181818183,0.361428045638572,0.308411214953271,0.36119532265049803,0.23520710059171596,0.5865384615384616,0.28571428571428575,0.7985611510791366,0.6000000000000001,0.7999999999999998,0.0,0
37,37,15,0.37745098039215685,0.06862745098039191, 353-3305,0.0,0.0,0.0,0.3286401098901099,0.15384615384615385,0.3286868686868687,0.5866764814133235,0.6448598130841121,0.5864010394110005,0.5994822485207101,0.576923076923077,0.5505080693365212,0.4748201438848921,0.5,0.47466666666666674,0.1111111111111111,0
38,38,48,0.6617647058823529,0.06862745098039191, 402-1381,1.0,1.0,0.7857142857142857,0.5796703296703296,0.5576923076923078,0.5795959595959596,0.4538093485461907,0.48598130841121484,0.45387613685578165,0.13313609467455617,0.5673076923076924,0.21159593544530786,0.5107913669064748,0.6000000000000001,0.512,0.3333333333333333,0
39,39,9,0.7254901960784313,0.0, 332-9891,0.0,0.0,0.0,0.36160714285714285,0.4423076923076923,0.36161616161616167,0.7637099742362901,0.4205607476635514,0.7635339974014724,0.4534023668639053,0.576923076923077,0.4441123729826659,0.553956834532374,0.9,0.5546666666666666,0.1111111111111111,0
40,40,45,0.4754901960784314,0.0, 372-9976,0.0,0.0,0.0,0.31318681318681313,0.5192307692307693,0.31313131313131315,0.3772543246227458,0.35514018691588783,0.37721957557384145,0.4515532544378698,0.8365384615384616,0.4429169157202629,0.43165467625899284,0.2,0.432,0.3333333333333333,0
41,41,20,0.6568627450980392,0.0, 383-6029,1.0,1.0,0.9761904761904762,0.4739010989010989,0.35576923076923084,0.473939393939394,0.5138019874861981,0.5607476635514017,0.5136422693806841,0.2089497041420118,0.28846153846153844,0.2665869695158398,0.8057553956834531,0.4,0.8053333333333332,0.0,1
42,42,44,0.16176470588235292,1.0, 353-7289,0.0,0.0,0.0,0.30803571428571425,0.326923076923077,0.3080808080808081,0.8019874861980125,0.4766355140186915,0.802078822000866,0.9090236686390532,0.28846153846153844,0.775851763299462,0.4748201438848921,0.4,0.47466666666666674,0.2222222222222222,0
43,43,5,0.7794117647058824,0.06862745098039191, 390-7274,0.0,0.0,0.0,0.17410714285714285,0.27884615384615385,0.17414141414141415,0.37173352962826656,0.5887850467289719,0.3715894326548289,0.4171597633136093,0.42307692307692313,0.4178123132098027,0.4172661870503596,0.4,0.416,0.3333333333333333,0
44,44,13,0.3088235294117647,1.0, 352-1237,0.0,0.0,0.0,0.40831043956043955,0.1826923076923077,0.40828282828282836,0.5944055944055945,0.6635514018691588,0.5941966219142486,0.7381656804733727,0.3653846153846154,0.6515242080095636,0.0071942446043165575,0.30000000000000004,0.007999999999999952,0.1111111111111111,0
45,45,8,0.28431372549019607,0.0, 353-3061,0.0,1.0,0.6666666666666666,0.29464285714285715,0.47115384615384615,0.2945454545454546,0.5472948104527052,0.4205607476635514,0.5474231268947596,0.36020710059171585,0.6538461538461539,0.37656903765690375,0.3669064748201439,0.5,0.36799999999999994,0.2222222222222222,0
46,46,14,0.3137254901960784,0.06862745098039191, 363-5450,0.0,0.0,0.0,0.6050824175824175,0.6923076923076924,0.6050505050505052,0.36179609863820394,0.7009345794392523,0.3616284105673452,0.2551775147928993,0.673076923076923,0.30005977286312013,0.7050359712230214,0.5,0.704,0.3333333333333333,0
47,47,29,0.6911764705882353,0.0, 364-1995,0.0,0.0,0.0,0.5216346153846153,0.8173076923076924,0.5216161616161616,0.25874125874125875,0.2523364485981308,0.25855348635773057,0.6527366863905324,0.7596153846153847,0.5893604303646145,0.2877697841726619,0.5,0.288,0.2222222222222222,0
48,48,5,0.5784313725490197,0.06862745098039191, 398-1294,0.0,0.0,0.0,0.42582417582417575,0.6346153846153847,0.42585858585858594,0.6146485093853516,0.6542056074766356,0.6145517540060632,0.2866124260355028,0.41346153846153844,0.3227734608487747,0.3884892086330936,0.30000000000000004,0.38933333333333325,0.5555555555555556,1
49,49,10,0.47058823529411764,0.06862745098039191, 405-7146,0.0,1.0,0.5714285714285714,0.33688186813186805,0.8365384615384616,0.3367676767676768,0.562753036437247,0.10280373831775697,0.5625812039844088,0.01812130177514787,0.29807692307692313,0.12791392707710697,0.5467625899280575,0.30000000000000004,0.5466666666666666,0.1111111111111111,0
50,50,50,0.24999999999999997,0.0, 413-4957,0.0,0.0,0.0,0.5384615384615384,0.576923076923077,0.5383838383838384,0.7563489142436512,0.45794392523364474,0.7561715028150714,0.632766272189349,0.375,0.5750149432157801,0.31654676258992803,0.5,0.3173333333333333,0.3333333333333333,0
51,51,28,0.28921568627450983,0.0, 420-5645,0.0,0.0,0.0,0.6370192307692307,0.08653846153846156,0.6369696969696971,0.5403018034596982,0.6355140186915889,0.5400606323083587,0.6778846153846152,0.7788461538461539,0.6078900179318589,0.24460431654676257,0.30000000000000004,0.24533333333333335,0.1111111111111111,0
52,52,6,0.044117647058823525,0.0, 349-4396,0.0,0.0,0.0,0.518543956043956,0.6153846153846155,0.5185858585858587,0.46337872653662127,0.1775700934579439,0.46340407102641845,0.8028846153846154,0.08653846153846156,0.698744769874477,0.5755395683453237,0.6000000000000001,0.5760000000000001,0.2222222222222222,0
53,53,12,0.46568627450980393,0.06862745098039191, 404-3211,0.0,0.0,0.0,0.42960164835164827,0.6634615384615384,0.4294949494949496,0.7478836952521164,0.18691588785046725,0.747942832394976,0.6020710059171597,0.1923076923076923,0.5523012552301255,0.42446043165467634,0.5,0.4239999999999999,0.2222222222222222,0
54,54,10,0.4215686274509804,0.06862745098039191, 353-3759,0.0,0.0,0.0,0.3980082417582418,0.33653846153846156,0.3979797979797981,0.5719543614280457,0.6448598130841121,0.5716760502381985,0.5110946745562128,0.7596153846153847,0.4865511057979677,0.45323741007194235,0.30000000000000004,0.4533333333333333,0.5555555555555556,1
55,55,28,0.39215686274509803,0.0, 363-5947,0.0,0.0,0.0,0.4821428571428571,0.1826923076923077,0.4822222222222222,0.680898049319102,0.35514018691588783,0.6808142052836726,0.7562869822485205,0.48076923076923084,0.6646742378959952,0.4892086330935251,0.30000000000000004,0.48799999999999993,0.1111111111111111,0
56,56,24,0.6862745098039216,0.06862745098039191, 340-5121,0.0,0.0,0.0,0.31524725274725274,0.48076923076923084,0.3151515151515152,0.4258373205741628,0.14018691588785043,0.42572542226071897,0.27773668639053256,0.7692307692307693,0.3167961745367603,0.33093525179856115,0.2,0.3306666666666667,0.1111111111111111,0
57,57,24,0.5882352941176471,0.0, 370-7574,0.0,1.0,0.7142857142857142,0.560782967032967,0.7788461538461539,0.5608080808080808,0.04048582995951419,0.2803738317757009,0.04027717626678218,0.427144970414201,0.27884615384615385,0.42498505678422,0.1726618705035971,0.30000000000000004,0.17333333333333334,0.3333333333333333,1
58,58,13,0.3284313725490196,0.06862745098039191, 403-9733,0.0,0.0,0.0,0.39045329670329676,0.21153846153846156,0.3905050505050506,0.6705925653294075,0.5046728971962615,0.6704200952793417,0.23705621301775148,0.5288461538461539,0.2869097429766886,0.6258992805755395,0.30000000000000004,0.6266666666666667,0.3333333333333333,0
59,59,40,0.607843137254902,0.0, 355-7251,0.0,0.0,0.0,0.6668956043956044,0.5288461538461539,0.6668686868686868,0.4162679425837321,0.7383177570093458,0.4161974880900823,0.4571005917159762,0.451923076923077,0.44710101613867304,0.618705035971223,0.8,0.6186666666666667,0.1111111111111111,0
60,60,5,0.8480392156862745,0.0, 359-5893,0.0,0.0,0.0,0.5391483516483516,0.47115384615384615,0.5391919191919192,0.38866396761133615,0.4392523364485981,0.3884798614118665,0.37315088757396436,0.05769230769230771,0.38613269575612674,0.5755395683453237,0.4,0.5760000000000001,0.1111111111111111,0
61,61,51,0.5637254901960784,0.06862745098039191, 405-3371,0.0,1.0,0.8095238095238095,0.8018543956043956,0.33653846153846156,0.8018181818181819,0.41921236658078764,0.8878504672897196,0.4192291035080121,0.3720414201183431,0.5576923076923078,0.38493723849372385,0.5899280575539567,0.30000000000000004,0.5893333333333333,0.2222222222222222,0
62,62,3,0.35784313725490197,1.0, 344-5117,0.0,1.0,0.7857142857142857,0.5446428571428571,0.41346153846153844,0.5446464646464647,0.6691203533308797,0.45794392523364474,0.6691208315288004,0.26738165680473364,0.42307692307692313,0.3090257023311417,0.8057553956834531,0.30000000000000004,0.8053333333333332,0.2222222222222222,0
63,63,46,0.7254901960784313,0.0, 332-8160,0.0,1.0,0.6666666666666666,0.4999999999999999,0.42307692307692313,0.5,0.4545454545454547,0.15887850467289716,0.4543092247726289,0.7389053254437867,0.04807692307692313,0.652121936640765,0.6618705035971222,0.30000000000000004,0.6613333333333333,0.3333333333333333,0
64,64,35,0.18137254901960784,0.0, 359-4081,0.0,0.0,0.0,0.3300137362637362,0.48076923076923084,0.32989898989898997,0.3629002576370999,0.4672897196261681,0.36292767431788653,0.34504437869822474,0.5576923076923078,0.36521219366407653,0.34532374100719415,0.6000000000000001,0.3439999999999999,0.2222222222222222,0
65,65,30,0.19117647058823528,0.06862745098039191, 352-8305,0.0,1.0,0.9761904761904762,0.3880494505494505,0.25,0.38808080808080814,0.3871917556128083,0.38317757009345793,0.3871805976613253,0.5488165680473371,0.5192307692307693,0.5134488942020323,0.20143884892086333,0.5,0.19999999999999996,0.2222222222222222,0
66,66,10,0.20588235294117646,0.06862745098039191, 329-9847,1.0,0.0,0.0,0.7431318681318682,0.548076923076923,0.7432323232323232,0.5465587044534415,0.5327102803738317,0.5465569510610654,0.34060650887573957,0.1826923076923077,0.3622235505080693,0.42446043165467634,0.4,0.4239999999999999,0.0,0
67,67,3,0.5490196078431373,0.0, 365-9011,1.0,0.0,0.0,0.30940934065934067,0.4326923076923077,0.30929292929292934,0.5230033124769968,0.6728971962616823,0.5227371156344738,0.23520710059171596,0.8750000000000001,0.28571428571428575,0.3525179856115109,0.8,0.35200000000000004,0.0,0
68,68,12,0.6127450980392157,0.0, 338-9472,0.0,0.0,0.0,0.6061126373626373,0.21153846153846156,0.6060606060606061,0.5616488774383512,0.308411214953271,0.5617150281507146,0.32470414201183423,0.11538461538461542,0.3508667065152421,0.31654676258992803,0.1,0.3173333333333333,0.1111111111111111,0
69,69,11,0.7303921568627451,1.0, 374-8042,0.0,0.0,0.0,0.49381868131868134,0.5096153846153847,0.4937373737373738,0.3857195436142805,0.5887850467289719,0.3854482459939367,0.3065828402366863,0.5,0.33771667662881055,0.7482014388489209,0.30000000000000004,0.7493333333333334,0.4444444444444444,1
70,70,9,0.6715686274509804,0.0, 359-1231,0.0,0.0,0.0,0.7098214285714286,0.4326923076923077,0.7098989898989899,0.3908722856091278,0.3364485981308411,0.3906453009961022,0.849112426035503,0.5384615384615384,0.7322175732217573,0.60431654676259,0.7000000000000001,0.6053333333333333,0.3333333333333333,0
71,71,3,0.7892156862745098,1.0, 413-7170,0.0,1.0,0.0,0.6517857142857143,0.47115384615384615,0.6517171717171717,0.45601766654398235,0.34579439252336447,0.4560415764400173,0.6985946745562128,0.125,0.6228332337118948,0.6258992805755395,0.2,0.6266666666666667,0.0,0
72,72,32,0.7156862745098039,1.0, 415-2935,0.0,0.0,0.0,0.7331730769230769,0.33653846153846156,0.7331313131313132,0.3113728376886272,0.35514018691588783,0.3113902122130793,0.39497041420118334,0.5865384615384616,0.401673640167364,0.33093525179856115,0.4,0.3306666666666667,0.3333333333333333,0
73,73,27,0.4362745098039216,0.06862745098039191, 399-4246,0.0,0.0,0.0,0.5779532967032966,0.9423076923076924,0.577979797979798,0.597718071402282,0.6542056074766356,0.5976613252490255,0.32063609467455617,0.548076923076923,0.34787806335923493,0.2805755395683453,0.4,0.27999999999999997,0.1111111111111111,0
74,74,41,0.411764705882353,0.06862745098039191, 362-5889,0.0,0.0,0.0,0.689217032967033,0.5865384615384616,0.6892929292929294,0.34192123665807883,0.4392523364485981,0.3417063663923776,0.45303254437869805,0.4903846153846154,0.4441123729826659,0.618705035971223,0.30000000000000004,0.6186666666666667,0.0,0
75,75,3,0.24019607843137253,0.06862745098039191, 350-8921,0.0,0.0,0.0,0.4189560439560439,0.40384615384615385,0.418989898989899,0.5852042694147959,0.23364485981308408,0.5851017756604591,0.42788461538461536,0.6057692307692307,0.4255827854154214,0.19424460431654672,0.2,0.1946666666666666,0.1111111111111111,0
76,76,37,0.3970588235294118,0.06862745098039191, 374-5353,0.0,0.0,0.0,0.9107142857142857,0.5865384615384616,0.9107070707070708,0.4295178505704822,0.4953271028037382,0.429623213512343,0.7559171597633136,0.24038461538461542,0.6640765092647938,0.5971223021582732,0.4,0.5973333333333333,0.0,1
77,77,7,0.7009803921568627,0.0, 360-1171,0.0,0.0,0.0,0.09100274725274725,0.6634615384615384,0.09090909090909094,0.04711078395288923,0.35514018691588783,0.046773495019488964,0.3968195266272188,0.4903846153846154,0.40346682606096834,0.34532374100719415,0.7000000000000001,0.3439999999999999,0.4444444444444444,1
78,78,3,0.22058823529411764,0.06862745098039191, 355-8887,0.0,0.0,0.0,0.6146978021978021,0.23076923076923073,0.6147474747474748,0.368421052631579,0.5327102803738317,0.368124729320052,0.4134615384615384,0.6250000000000001,0.415421398684997,0.34532374100719415,0.30000000000000004,0.3439999999999999,0.2222222222222222,0
79,79,20,0.3382352941176471,0.0, 333-1967,0.0,0.0,0.0,0.4639423076923076,0.48076923076923084,0.4638383838383838,0.3345601766654398,0.514018691588785,0.3343438718059766,0.6024408284023668,0.2692307692307693,0.5528989838613269,0.8345323741007193,0.2,0.8346666666666664,0.1111111111111111,0
80,80,1,0.7009803921568627,0.06862745098039191, 354-4577,0.0,0.0,0.0,0.570054945054945,0.4903846153846154,0.5701010101010101,0.8803827751196174,0.2523364485981308,0.8804677349501949,0.5854289940828401,0.6826923076923078,0.5403466826060969,0.7050359712230214,0.2,0.704,0.1111111111111111,0
81,81,8,0.5637254901960784,0.06862745098039191, 331-7425,1.0,0.0,0.0,0.6191620879120879,0.5384615384615384,0.6191919191919192,0.5171144644828857,0.29906542056074764,0.5171069727154612,0.7869822485207099,0.5865384615384616,0.6867901972504482,0.6618705035971222,0.5,0.6613333333333333,0.3333333333333333,0
82,82,24,0.2647058823529412,0.0, 419-2637,0.0,1.0,0.5952380952380952,0.44814560439560436,0.7211538461538461,0.4480808080808081,0.26426205373573797,0.4485981308411215,0.2641836292767432,0.4068047337278105,0.40384615384615385,0.41063956963538556,0.5467625899280575,0.2,0.5466666666666666,0.3333333333333333,0
83,83,45,0.3382352941176471,0.06862745098039191, 411-1530,0.0,1.0,0.5714285714285714,0.7362637362637362,0.5096153846153847,0.7363636363636364,0.7191755612808245,0.4766355140186915,0.7189259419662192,0.5806213017751478,0.1923076923076923,0.5367603108188882,0.4604316546762591,0.4,0.4613333333333333,0.1111111111111111,0
84,84,11,0.5147058823529412,1.0, 395-3026,0.0,0.0,0.0,0.6026785714285714,0.46153846153846156,0.6026262626262626,0.6805299963194701,0.35514018691588783,0.6803811173668254,0.46486686390532533,0.3846153846153847,0.4524805738194859,0.6474820143884892,0.1,0.6479999999999999,0.2222222222222222,1
85,85,17,0.6225490196078431,1.0, 388-6441,0.0,1.0,0.6904761904761905,0.4951923076923077,0.5384615384615384,0.49515151515151523,0.5947736474052264,0.3644859813084112,0.5946297098310956,0.9515532544378698,0.28846153846153844,0.8069336521219366,0.3741007194244604,0.7000000000000001,0.37333333333333324,0.0,0
86,86,28,0.45588235294117646,0.0, 402-1251,0.0,0.0,0.0,0.42170329670329665,0.548076923076923,0.42161616161616167,0.33382407066617603,0.5046728971962615,0.3339107838891294,0.45821005917159746,0.34615384615384615,0.4476987447698745,0.33093525179856115,0.5,0.3306666666666667,0.4444444444444444,1
87,87,1,0.5392156862745098,1.0, 412-9997,0.0,0.0,0.0,0.6153846153846154,0.673076923076923,0.6153535353535354,0.5307324254692677,0.27102803738317754,0.5305326981377219,0.4315828402366863,0.48076923076923084,0.4285714285714286,0.618705035971223,0.2,0.6186666666666667,0.1111111111111111,0
88,88,25,0.35784313725490197,0.06862745098039191, 346-7302,0.0,1.0,0.8333333333333333,0.40865384615384615,0.5384615384615384,0.40868686868686877,0.21751932278248073,0.34579439252336447,0.21741013425725425,0.5044378698224852,0.08653846153846156,0.4811715481171548,0.539568345323741,0.9,0.5386666666666666,0.2222222222222222,0
