,Unnamed: 0,State,Account_Length,Area_code,Phone,International_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_calls,Day_Charge,Eve_Mins,Eve_calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,International_Mins,International_Calls,International_Charge,CustServ_Calls,Churn
21,21,24,77,408, 393-7984,0,0,0,62.4,89,10.61,169.9,121,14.44,209.6,64,9.43,5.7,6,1.54,5,1
22,22,38,130,415, 358-1958,0,0,0,183.0,112,31.11,72.9,99,6.2,181.8,78,8.18,9.5,4,2.57,0,0
23,23,34,111,415, 350-2565,0,0,0,110.4,103,18.77,137.3,102,11.67,189.6,105,8.53,7.7,6,2.08,2,0
24,24,6,132,510, 343-4696,0,0,0,81.1,86,13.79,245.2,72,20.84,237.0,115,10.67,10.3,2,2.78,0,0
25,25,42,174,415, 331-3698,0,0,0,124.3,76,21.13,277.1,112,23.55,250.7,115,11.28,15.5,5,4.19,3,0
26,26,10,57,408, 357-3817,0,1,39,213.0,115,36.21,191.1,112,16.24,182.7,115,8.22,9.5,3,2.57,0,0
27,27,21,54,408, 418-6412,0,0,0,134.3,73,22.83,155.5,100,13.22,102.1,68,4.59,14.7,4,3.97,3,0
28,28,33,20,415, 353-2630,0,0,0,190.0,109,32.3,258.2,84,21.95,181.5,102,8.17,6.3,6,1.7,0,0
29,29,41,49,510, 410-7789,0,0,0,119.3,117,20.28,215.1,109,18.28,178.7,90,8.04,11.1,1,3.0,1,0
30,30,43,142,415, 416-8428,0,0,0,84.8,95,14.42,136.7,63,11.62,250.5,148,11.27,14.2,6,3.83,2,0
31,31,23,75,510, 370-3359,0,0,0,226.1,105,38.44,201.5,107,17.13,246.2,98,11.08,10.3,5,2.78,1,0
32,32,47,172,408, 383-1121,0,0,0,212.0,121,36.04,200.8,115,17.07,293.3,78,13.2,12.6,10,3.4,3,0
33,33,38,12,408, 360-1596,0,0,0,249.6,118,42.43,252.4,119,21.45,280.2,90,12.61,11.8,3,3.19,1,1
34,34,40,57,408, 395-2854,0,1,25,176.8,94,30.06,195.0,75,16.58,213.5,116,9.61,8.3,4,2.24,0,0
35,35,45,72,415, 362-1407,0,1,37,220.0,80,37.4,217.3,102,18.47,152.8,71,6.88,14.7,6,3.97,3,0
36,36,48,36,408, 341-9764,0,1,30,146.3,128,24.87,162.5,80,13.81,129.3,109,5.82,14.5,6,3.92,0,0
37,37,15,78,415, 353-3305,0,0,0,130.8,64,22.24,223.7,116,19.01,227.8,108,10.25,10.0,5,2.7,1,0
38,38,48,136,415, 402-1381,1,1,33,203.9,106,34.66,187.6,99,15.95,101.7,107,4.58,10.5,6,2.84,3,0
39,39,9,149,408, 332-9891,0,0,0,140.4,94,23.87,271.8,92,23.1,188.3,108,8.47,11.1,9,3.0,1,0
40,40,45,98,408, 372-9976,0,0,0,126.3,102,21.47,166.8,85,14.18,187.8,135,8.45,9.4,2,2.54,3,0
41,41,20,135,408, 383-6029,1,1,41,173.1,85,29.43,203.9,107,17.33,122.2,78,5.5,14.6,4,3.94,0,1
42,42,44,34,510, 353-7289,0,0,0,124.8,82,21.22,282.2,98,23.99,311.5,78,14.02,10.0,4,2.7,2,0
43,43,5,160,415, 390-7274,0,0,0,85.8,77,14.59,165.3,110,14.05,178.5,92,8.03,9.2,4,2.48,3,0
44,44,13,64,510, 352-1237,0,0,0,154.0,67,26.18,225.8,118,19.19,265.3,86,11.94,3.5,3,0.95,1,0
45,45,8,59,408, 353-3061,0,1,28,120.9,97,20.55,213.0,92,18.11,163.1,116,7.34,8.5,5,2.3,2,0
46,46,14,65,415, 363-5450,0,0,0,211.3,120,35.92,162.6,122,13.82,134.7,118,6.06,13.2,5,3.56,3,0
47,47,29,142,408, 364-1995,0,0,0,187.0,133,31.79,134.6,74,11.44,242.2,127,10.9,7.4,5,2.0,2,0
48,48,5,119,415, 398-1294,0,0,0,159.1,114,27.05,231.3,117,19.66,143.2,91,6.44,8.8,3,2.38,5,1
49,49,10,97,415, 405-7146,0,1,24,133.2,135,22.64,217.2,58,18.46,70.6,79,3.18,11.0,3,2.97,1,0
50,50,50,52,408, 413-4957,0,0,0,191.9,108,32.62,269.8,96,22.93,236.8,87,10.66,7.8,5,2.11,3,0
51,51,28,60,408, 420-5645,0,0,0,220.6,57,37.5,211.1,115,17.94,249.0,129,11.21,6.8,3,1.84,1,0
52,52,6,10,408, 349-4396,0,0,0,186.1,112,31.64,190.2,66,16.17,282.8,57,12.73,11.4,6,3.08,2,0
53,53,12,96,415, 404-3211,0,0,0,160.2,117,27.23,267.5,67,22.74,228.5,68,10.28,9.3,5,2.51,2,0
54,54,10,87,415, 353-3759,0,0,0,151.0,83,25.67,219.7,116,18.67,203.9,127,9.18,9.7,3,2.62,5,1
55,55,28,81,408, 363-5947,0,0,0,175.5,67,29.84,249.3,85,21.19,270.2,98,12.16,10.2,3,2.75,1,0
56,56,24,141,415, 340-5121,0,0,0,126.9,98,21.57,180.0,62,15.3,140.8,128,6.34,8.0,2,2.16,1,0
57,57,24,121,408, 370-7574,0,1,30,198.4,129,33.73,75.3,77,6.4,181.2,77,8.15,5.8,3,1.57,3,1
58,58,13,68,415, 403-9733,0,0,0,148.8,70,25.3,246.5,101,20.95,129.8,103,5.84,12.1,3,3.27,3,0
59,59,40,125,408, 355-7251,0,0,0,229.3,103,38.98,177.4,126,15.08,189.3,95,8.52,12.0,8,3.24,1,0
60,60,5,174,408, 359-5893,0,0,0,192.1,97,32.66,169.9,94,14.44,166.6,54,7.5,11.4,4,3.08,1,0
61,61,51,116,415, 405-3371,0,1,34,268.6,83,45.66,178.2,142,15.15,166.3,106,7.48,11.6,3,3.13,2,0
62,62,3,74,510, 344-5117,0,1,33,193.7,91,32.93,246.1,96,20.92,138.0,92,6.21,14.6,3,3.94,2,0
63,63,46,149,408, 332-8160,0,1,28,180.7,92,30.72,187.8,64,15.96,265.5,53,11.95,12.6,3,3.4,3,0
64,64,35,38,408, 359-4081,0,0,0,131.2,98,22.3,162.9,97,13.85,159.0,106,7.15,8.2,6,2.21,2,0
65,65,30,40,415, 352-8305,0,1,41,148.1,74,25.18,169.5,88,14.41,214.1,102,9.63,6.2,5,1.67,2,0
66,66,10,43,415, 329-9847,1,0,0,251.5,105,42.76,212.8,104,18.09,157.8,67,7.1,9.3,4,2.51,0,0
67,67,3,113,408, 365-9011,1,0,0,125.2,93,21.28,206.4,119,17.54,129.3,139,5.82,8.3,8,2.24,0,0
68,68,12,126,408, 338-9472,0,0,0,211.6,70,35.97,216.9,80,18.44,153.5,60,6.91,7.8,1,2.11,1,0
69,69,11,150,510, 374-8042,0,0,0,178.9,101,30.41,169.1,110,14.37,148.6,100,6.69,13.8,3,3.73,4,1
70,70,9,138,408, 359-1231,0,0,0,241.8,93,41.11,170.5,83,14.49,295.3,104,13.29,11.8,7,3.19,3,0
71,71,3,162,510, 413-7170,0,1,0,224.9,97,38.23,188.2,84,16.0,254.6,61,11.46,12.1,2,3.27,0,0
72,72,32,147,510, 415-2935,0,0,0,248.6,83,42.26,148.9,85,12.66,172.5,109,7.76,8.0,4,2.16,3,0
73,73,27,90,415, 399-4246,0,0,0,203.4,146,34.58,226.7,117,19.27,152.4,105,6.86,7.3,4,1.97,1,0
74,74,41,85,415, 362-5889,0,0,0,235.8,109,40.09,157.2,94,13.36,188.2,99,8.47,12.0,3,3.24,0,0
75,75,3,50,415, 350-8921,0,0,0,157.1,90,26.71,223.3,72,18.98,181.4,111,8.16,6.1,2,1.65,1,0
76,76,37,82,415, 374-5353,0,0,0,300.3,109,51.05,181.0,100,15.39,270.1,73,12.15,11.7,4,3.16,0,1
77,77,7,144,408, 360-1171,0,0,0,61.6,117,10.47,77.1,85,6.55,173.0,99,7.79,8.2,7,2.21,4,1
78,78,3,46,415, 355-8887,0,0,0,214.1,72,36.4,164.4,104,13.97,177.5,113,7.99,8.2,3,2.21,2,0
79,79,20,70,408, 333-1967,0,0,0,170.2,98,28.93,155.2,102,13.19,228.6,76,10.29,15.0,2,4.05,1,0
80,80,1,144,415, 354-4577,0,0,0,201.1,99,34.19,303.5,74,25.8,224.0,119,10.08,13.2,2,3.56,1,0
81,81,8,116,415, 331-7425,1,0,0,215.4,104,36.62,204.8,79,17.41,278.5,109,12.53,12.6,5,3.4,3,0
82,82,24,55,408, 419-2637,0,1,25,165.6,123,28.15,136.1,95,11.57,175.7,90,7.91,11.0,2,2.97,3,0
83,83,45,70,415, 411-1530,0,1,24,249.5,101,42.42,259.7,98,22.07,222.7,68,10.02,9.8,4,2.65,1,0
84,84,11,106,510, 395-3026,0,0,0,210.6,96,35.8,249.2,85,21.18,191.4,88,8.61,12.4,1,3.35,2,1
85,85,17,128,510, 388-6441,0,1,29,179.3,104,30.48,225.9,86,19.2,323.0,78,14.54,8.6,7,2.32,0,0
86,86,28,94,408, 402-1251,0,0,0,157.9,105,26.84,155.0,101,13.18,189.6,84,8.53,8.0,5,2.16,4,1
87,87,1,111,510, 412-9997,0,0,0,214.3,118,36.43,208.5,76,17.72,182.4,98,8.21,12.0,2,3.24,1,0
88,88,25,74,415, 346-7302,0,1,35,154.1,104,26.2,123.4,84,10.49,202.1,57,9.09,10.9,9,2.94,2,0
89,89,9,128,415, 358-9095,0,0,0,237.9,125,40.44,247.6,93,21.05,208.9,68,9.4,13.9,4,3.75,1,1
90,90,37,82,510, 400-9770,0,0,0,143.9,61,24.46,194.9,105,16.57,109.6,94,4.93,11.1,2,3.0,1,0
91,91,47,155,415, 334-1275,0,0,0,203.4,100,34.58,190.9,104,16.23,196.0,119,8.82,8.9,4,2.4,0,1
92,92,44,80,415, 340-4953,0,0,0,124.3,100,21.13,173.0,107,14.71,253.2,62,11.39,7.9,9,2.13,1,0
93,93,18,78,415, 400-9510,0,0,0,252.9,93,42.99,178.4,112,15.16,263.9,105,11.88,9.5,7,2.57,3,0
94,94,38,90,415, 387-6103,0,0,0,179.1,71,30.45,190.6,81,16.2,127.7,91,5.75,10.6,7,2.86,3,0
95,95,48,104,408, 366-4467,0,0,0,278.4,106,47.33,81.0,113,6.89,163.2,137,7.34,9.8,5,2.65,1,0
96,96,21,73,415, 370-3450,0,0,0,160.1,110,27.22,213.3,72,18.13,174.1,72,7.83,13.0,4,3.51,0,0
97,97,38,99,415, 327-3954,0,0,0,198.2,87,33.69,207.3,76,17.62,190.9,113,8.59,8.7,3,2.35,4,0
98,98,22,120,408, 355-6291,0,0,0,212.1,131,36.06,209.4,104,17.8,167.2,96,7.52,5.3,5,1.43,1,1
99,99,5,77,415, 362-9748,0,0,0,251.8,72,42.81,205.7,126,17.48,275.2,109,12.38,9.8,7,2.65,2,1
100,100,50,98,510, 379-6506,0,1,21,161.2,114,27.4,252.2,83,21.44,160.2,92,7.21,4.4,8,1.19,4,0
101,101,15,108,415, 347-7741,0,0,0,178.3,137,30.31,189.0,76,16.07,129.1,102,5.81,14.6,5,3.94,0,0
102,102,17,135,415, 354-3783,0,0,0,151.7,82,25.79,119.0,105,10.12,180.0,100,8.1,10.5,6,2.84,0,0
103,103,25,95,408, 401-7594,0,0,0,135.0,99,22.95,183.6,106,15.61,245.3,102,11.04,12.5,9,3.38,1,0
104,104,28,122,408, 397-4976,0,0,0,170.5,94,28.99,173.7,109,14.76,248.6,75,11.19,11.3,2,3.05,1,0
105,105,38,95,408, 334-2577,0,0,0,238.1,65,40.48,187.2,98,15.91,190.0,115,8.55,11.8,4,3.19,4,0
106,106,14,36,510, 400-3637,0,1,29,281.4,102,47.84,202.2,76,17.19,187.2,113,8.42,9.0,6,2.43,2,0
107,107,32,93,510, 383-4361,0,1,21,117.9,131,20.04,164.5,115,13.98,217.0,86,9.76,9.8,3,2.65,1,0
108,108,24,141,415, 371-4306,0,1,32,148.6,91,25.26,131.1,97,11.14,219.4,142,9.87,10.1,1,2.73,1,0
109,109,12,157,408, 403-4298,0,0,0,229.8,90,39.07,147.9,121,12.57,241.4,108,10.86,9.6,7,2.59,3,0
110,110,14,120,408, 409-3786,0,0,0,165.0,100,28.05,317.2,83,26.96,119.2,86,5.36,8.3,8,2.24,1,0
111,111,15,103,415, 337-4697,0,0,0,185.0,117,31.45,223.3,94,18.98,222.8,91,10.03,12.6,2,3.4,2,0
112,112,2,98,408, 383-1509,0,0,0,161.0,117,27.37,190.9,113,16.23,227.7,113,10.25,12.1,4,3.27,4,0
113,113,29,125,408, 359-9794,0,0,0,126.7,108,21.54,206.0,90,17.51,247.8,114,11.15,13.3,7,3.59,1,0
114,114,38,63,415, 407-7035,0,0,0,58.9,125,10.01,169.6,59,14.42,211.4,88,9.51,9.4,3,2.54,1,0
115,115,18,36,510, 363-1069,1,1,42,196.8,89,33.46,254.9,122,21.67,138.3,126,6.22,10.3,6,2.78,0,1
116,116,9,64,510, 391-4652,0,0,0,162.6,83,27.64,152.3,109,12.95,200.8,122,2.59,14.2,3,3.83,1,0
117,117,27,74,415, 355-6837,0,0,0,282.5,114,48.03,219.9,48,18.69,170.0,115,7.65,9.4,4,2.54,1,1
118,118,33,112,510, 409-1244,0,1,36,113.7,117,19.33,157.5,82,13.39,177.6,118,7.99,10.0,3,2.7,2,0
119,119,5,97,408, 328-3266,0,0,0,239.8,125,40.77,214.8,111,18.26,143.3,81,6.45,8.7,5,2.35,2,0
120,120,42,46,408, 352-7072,0,0,0,210.2,92,35.73,227.3,77,19.32,200.1,116,9.0,13.1,7,3.54,1,0
121,121,11,41,408, 370-7550,0,1,22,213.8,102,36.35,141.8,86,12.05,142.2,123,6.4,7.2,3,1.94,0,0
122,122,20,121,510, 369-5526,0,0,0,190.7,103,32.42,183.5,117,15.6,220.8,103,9.94,9.8,4,2.65,3,0
123,123,22,193,415, 329-4391,0,0,0,170.9,124,29.05,132.3,95,11.25,112.9,89,5.08,11.6,3,3.13,1,0
124,124,27,130,510, 408-4195,0,0,0,154.2,119,26.21,110.2,98,9.37,227.4,117,10.23,9.2,5,2.48,2,0
125,125,38,85,408, 354-4445,0,0,0,201.4,52,34.24,229.4,104,19.5,252.5,106,11.36,12.0,3,3.24,1,0
126,126,22,162,415, 335-4858,0,0,0,70.7,108,12.02,157.5,87,13.39,154.8,82,6.97,9.1,3,2.46,4,1
127,127,22,61,510, 414-8718,0,1,27,187.5,124,31.88,146.6,103,12.46,225.7,129,10.16,6.4,6,1.73,4,1
128,128,11,92,408, 409-5939,0,0,0,91.7,90,15.59,193.7,123,16.46,175.0,86,7.88,9.2,4,2.48,2,0
129,129,42,131,408, 331-4902,0,1,36,214.2,115,36.41,161.7,117,13.74,264.7,102,11.91,9.5,4,2.57,3,0
130,130,42,90,415, 353-6870,0,0,0,145.5,92,24.74,217.7,114,18.5,146.9,123,6.61,10.9,2,2.94,3,0
131,131,51,75,408, 355-2909,0,0,0,166.3,125,28.27,158.2,86,13.45,256.7,80,11.55,6.1,5,1.65,1,0
132,132,9,78,415, 390-6101,0,0,0,231.0,115,39.27,230.4,140,19.58,261.4,120,11.76,9.5,3,2.57,1,0
133,133,11,82,408, 400-3446,0,0,0,200.3,96,34.05,201.2,102,17.1,206.1,60,9.27,7.1,1,1.92,4,0
134,134,44,163,408, 411-5859,0,0,0,197.0,109,33.49,202.6,128,17.22,206.4,80,9.29,9.1,10,2.46,1,0
135,135,2,91,510, 387-2919,1,0,0,129.9,112,22.08,173.3,83,14.73,247.2,130,11.12,11.2,3,3.02,3,0
136,136,7,75,415, 374-8525,0,1,21,175.8,97,29.89,217.5,106,18.49,237.5,134,10.69,5.3,4,1.43,5,0
137,137,31,91,510, 379-5592,0,0,0,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,12.0,3,3.24,3,0
138,138,48,127,510, 345-8237,0,1,36,183.2,117,31.14,126.8,76,10.78,263.3,71,11.85,11.2,8,3.02,1,0
139,139,27,113,415, 422-6690,0,1,23,205.0,101,34.85,152.0,60,12.92,158.6,59,7.14,10.2,5,2.75,2,0
140,140,29,110,510, 346-2359,0,0,0,148.5,115,25.25,276.4,84,23.49,193.6,112,8.71,12.4,3,3.35,1,0
141,141,20,120,415, 374-3534,0,1,39,200.3,68,34.05,220.4,97,18.73,253.8,116,11.42,10.5,4,2.84,0,0
142,142,14,157,415, 381-4756,0,1,28,192.6,107,32.74,195.5,74,16.62,109.7,139,4.94,6.8,5,1.84,3,0
143,143,17,103,510, 390-2805,0,0,0,246.5,100,41.91,195.5,84,16.62,200.5,96,9.02,11.7,4,3.16,1,0
144,144,17,117,408, 390-2390,1,0,0,167.1,86,28.41,177.5,87,15.09,249.4,132,11.22,14.1,7,3.81,2,1
145,145,14,140,415, 419-9097,0,0,0,231.9,101,39.42,160.1,94,13.61,110.4,98,4.97,14.3,6,3.86,3,0
146,146,30,127,408, 386-7281,0,0,0,146.7,91,24.94,203.5,78,17.3,203.4,110,9.15,13.7,3,3.7,1,0
147,147,12,83,408, 380-3561,1,0,0,271.5,87,46.16,216.3,126,18.39,121.1,105,5.45,11.7,4,3.16,1,0
148,148,47,121,408, 390-8760,0,0,0,181.5,121,30.86,218.4,98,18.56,161.6,103,7.27,8.5,5,2.3,1,0
149,149,26,145,408, 366-6730,0,1,0,257.7,97,43.81,162.1,95,13.78,286.9,86,12.91,11.1,4,3.0,2,0
150,150,50,113,408, 395-5285,0,0,0,193.8,99,32.95,221.4,125,18.82,172.3,67,7.75,10.6,6,2.86,1,0
151,151,42,117,415, 354-3436,0,0,0,102.8,119,17.48,206.7,91,17.57,299.0,105,13.46,10.1,7,2.73,1,0
152,152,4,65,408, 336-7600,0,0,0,187.9,116,31.94,157.6,117,13.4,227.3,86,10.23,7.5,6,2.03,1,0
153,153,26,56,415, 383-6293,0,0,0,226.0,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,4,1.86,1,0
154,154,40,96,415, 362-4596,0,0,0,260.4,115,44.27,146.0,101,12.41,269.5,87,12.13,11.5,4,3.11,5,0
155,155,47,151,408, 401-3926,0,0,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,0
156,156,4,83,415, 370-9116,0,0,0,180.0,120,30.6,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,1
157,157,6,139,510, 328-6289,0,1,23,157.6,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0,0
158,158,33,6,510, 350-9994,0,0,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,0
159,159,31,115,510, 351-4616,0,1,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,0
160,160,34,87,415, 360-5779,0,0,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,0
161,161,6,141,415, 417-4885,0,0,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12.0,6,3.24,0,0
162,162,50,141,510, 406-4710,0,1,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,0
163,163,14,62,415, 409-8743,0,0,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,0
164,164,40,146,415, 335-4584,0,0,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,0
165,165,29,92,415, 361-9845,0,1,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,0
166,166,45,185,510, 366-5699,0,1,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,0
167,167,37,148,415, 329-9364,0,0,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,0
168,168,38,94,408, 390-7434,0,1,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,0
169,169,2,32,510, 404-9680,0,0,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,0
170,170,24,68,408, 338-9398,0,0,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,0
171,171,23,64,408, 394-2445,0,1,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,0
172,172,32,25,415, 381-2709,0,0,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,0
173,173,8,65,415, 397-5060,0,0,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,0
174,174,47,179,408, 415-2393,0,0,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,0
175,175,42,94,415, 377-1765,0,0,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,0
176,176,3,62,415, 409-2111,0,0,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,0
177,177,14,127,415, 401-3170,0,0,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,0
178,178,44,116,408, 405-5681,0,0,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,0
179,179,16,70,408, 411-4582,0,0,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,10.3,0,2.78,3,0
180,180,1,94,510, 355-5009,1,1,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,0
181,181,48,126,415, 372-3750,0,0,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,1
182,182,7,67,408, 405-2888,0,1,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,4,2.67,2,0
183,183,23,19,408, 361-3337,0,0,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,0
184,184,6,170,510, 350-1639,1,0,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,0
185,185,32,73,415, 333-3221,0,0,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,4,2.92,1,0
186,186,7,106,408, 422-1471,0,0,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,0
187,187,38,93,415, 399-7865,0,0,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,0
188,188,10,164,510, 373-4819,0,0,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,0
189,189,30,51,408, 338-6981,0,0,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,0
190,190,24,107,415, 418-4365,0,0,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,0
191,191,11,130,415, 359-5461,0,0,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,0
192,192,25,80,408, 375-3586,0,0,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,0
193,193,21,94,415, 407-8376,0,0,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,0
194,194,40,118,408, 408-6496,0,1,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,0
195,195,20,117,415, 385-7688,0,1,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,0
196,196,36,78,415, 332-6934,0,0,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,0
197,197,11,100,510, 378-3625,0,0,0,180.0,67,30.6,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,1
198,198,18,131,510, 353-7292,1,1,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,1
199,199,37,63,408, 399-6786,0,0,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,0
200,200,3,53,415, 358-3261,0,1,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,0
201,201,29,62,408, 377-9932,0,0,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,0
202,202,20,97,415, 397-4030,0,0,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,0
203,203,14,105,510, 367-1062,0,0,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,0
204,204,30,157,415, 341-8467,0,0,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,0
205,205,33,66,415, 339-9453,0,1,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,0
206,206,28,122,415, 344-3388,0,0,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,0
